"","Organization","Project.Title","Administering..IC","Application.ID","Project.Number","Type","Activity","IC","Serial.Number","Support.Year","Suffix","Subproject.Number","Contact.PI..Person.ID","Contact.PI...Project.Leader","Other.PI.or.Project.Leader.s.","Organization.Name","ARRA.Indicator","FY","FY.Total.Cost","FY.Total.Cost...Sub.Projects.","Number of Publications"
"358","Havard","STATISTICAL METHODS IN AIDS RESEARCH","NIAID",8690733,"5R01AI024643-26",5,"R01","AI",24643,26,"",NA,2232971,"HUGHES, MICHAEL DAVID","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,413631,NA,"74"
"359","Havard","GENETICS OF SLEEP IN ZEBRAFISH","NHLBI",8692005,"5R01HL109525-07",5,"R01","HL",109525,7,"",NA,1879377,"SCHIER, ALEXANDER F","Not Applicable","HARVARD UNIVERSITY",NA,2014,414050,NA,"69"
"360","Havard","REPRESENTING OBJECT ENSEMBLES IN THE HUMAN BRAIN: WHERE; WHEN AND WHAT","NEI",8717667,"5R01EY022355-03",5,"R01","EY",22355,3,"",NA,7940353,"XU, YAODA ","Not Applicable","HARVARD UNIVERSITY",NA,2014,414050,NA,"22"
"361","Havard","C9ORF72 IN MOTOR SYSTEM BIOLOGY AND ALS","NINDS",8801041,"1R01NS089742-01",1,"R01","NS",89742,1,"",NA,3127270,"EGGAN, KEVIN C","Not Applicable","HARVARD UNIVERSITY",NA,2014,414782,NA,"72"
"362","Havard","CORTICO-CORTICAL FEEDBACK","NEI",8634782,"5R01EY011379-17",5,"R01","EY",11379,17,"",NA,1867892,"BORN, RICHARD T","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,415275,NA,"27"
"363","Havard","GENE THERAPY TO SUPPORT CONE METABOLISM IN RETINITIS PIGMENTOSA","NEI",8622203,"5R01EY023291-02",5,"R01","EY",23291,2,"",NA,1858426,"CEPKO, CONSTANCE L","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,415275,NA,"79"
"364","Havard","MECHANISMS OF TRANSCRIPTIONAL CONTROL REVEALED BY NASCENT TRANSCRIPT SEQUENCING","NHGRI",8641717,"5R01HG007173-02",5,"R01","HG",7173,2,"",NA,9399229,"CHURCHMAN, LEE STIRLING","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,415275,NA,"0"
"365","Havard","INTEGRIN-BASED MECHANISMS IN TERMINAL ERYTHROID MATURATION","NHLBI",8677968,"5R01HL116327-03",5,"R01","HL",116327,3,"",NA,1858811,"GOLAN, DAVID E.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,415275,NA,"36"
"366","Havard","DEFINING GENETIC ARCHITECTURE AND PATHWAYS OF DCM","NHLBI",8656729,"5R01HL080494-08",5,"R01","HL",80494,8,"",NA,6914597,"SEIDMAN, JONATHAN G","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,415275,NA,"52"
"367","Havard","CHEMICAL BIOLOGY OF BACTERIAL SYMBIONTS","NIGMS",8638023,"5R01GM086258-06",5,"R01","GM",86258,6,"",NA,1878823,"CLARDY, JON ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,415317,NA,"151"
"368","Havard","EXPERIMENTAL EXAMINATIONS OF THE MECHANISMS THAT GENERATE THE RESPONSES OF MIDBRA","NIMH",8710346,"5R01MH101207-02",5,"R01","MH",101207,2,"",NA,9075797,"UCHIDA, NAOSHIGE ","Not Applicable","HARVARD UNIVERSITY",NA,2014,418570,NA,"28"
"369","Havard","SYSTEMATIC DISCOVERY AND FUNCTIONAL ANALYSIS OF THE PARKIN MODIFIED PROTEOME","NINDS",8742018,"5R37NS083524-10",5,"R37","NS",83524,10,"",NA,7736225,"HARPER, JEFFREY W","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,419513,NA,"0"
"370","Havard","P. AERUGINOSA VIRULENCE DETERMINANTS","NIAID",8628728,"5R37AI021451-28",5,"R37","AI",21451,28,"",NA,1864860,"LORY, STEPHEN ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,419513,NA,"44"
"371","Havard","SCALABLE ASSAYS FOR MORPHOLOGICAL ANALYSIS OF MAMMALIAN NEURONS","NINDS",8657123,"5R01NS077907-04",5,"R01","NS",77907,4,"",NA,1949951,"SABATINI, BERNARDO L","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,419513,NA,"81"
"372","Havard","INTERDISCIPLINARY TRAINING IN GENES AND THE ENVIRONMENT","NIEHS",8667062,"2T32ES016645-06A1",2,"T32","ES",16645,6,"A1",NA,1898632,"WESSLING-RESNICK, MARIANNE ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,420345,NA,"57"
"373","Havard","SYNTHESIS AND DISCOVERY ENABLED BY SMALL MOLECULE-NUCLEIC ACID CONJUGATES","NIGMS",8687665,"5R01GM065865-11",5,"R01","GM",65865,11,"",NA,6874950,"LIU, DAVID R","Not Applicable","HARVARD UNIVERSITY",NA,2014,420404,NA,"141"
"374","Havard","NEURONAL ACTIVITY-DEPENDENT REGULATION OF MECP2","NINDS",8635394,"5R01NS048276-10",5,"R01","NS",48276,10,"",NA,1870988,"GREENBERG, MICHAEL E","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,420478,NA,"78"
"375","Havard","FUNDAMENTAL NEUROBIOLOGY","NINDS",8670574,"5T32NS007484-15",5,"T32","NS",7484,15,"",NA,1893205,"REGEHR, WADE G","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,420567,NA,"70"
"376","Havard","PROTON-COUPLED ELECTRON TRANSFER IN BIOMIMETIC AND NATURAL SYSTEMS","NIGMS",8668064,"5R01GM047274-23",5,"R01","GM",47274,23,"",NA,1863216,"NOCERA, DANIEL G.","Not Applicable","HARVARD UNIVERSITY",NA,2014,421089,NA,"67"
"377","Havard","SIRT1 AS A REGULATOR OF HEALTH AND LIFESPAN OF MAMMALS","NIA",8723013,"5R37AG028730-08",5,"R37","AG",28730,8,"",NA,6484112,"SINCLAIR, DAVID A.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,421158,NA,"88"
"378","Havard","PEPTIDE MODULATION OF STRIATAL PATCH AND MATRIX SUBDIVISIONS","NIMH",8729019,"5R01MH100568-02",5,"R01","MH",100568,2,"",NA,1949951,"SABATINI, BERNARDO L","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,421665,NA,"81"
"379","Havard","INVESTIGATING THE ROLE OF ALTERNATIVE SPLICING REGULATORY NETWORKS IN NERVOUS SYS","OD",8708557,"5DP5OD009153-04",5,"DP5","OD",9153,4,"",NA,10791891,"CALARCO, JOHN ANTHONY","Not Applicable","HARVARD UNIVERSITY",NA,2014,422500,NA,"14"
"380","Havard","NEURAL CIRCUITS THAT REGULATE DOPAMINE NEURON ACTIVITY","NIMH",8660341,"5R01MH095953-03",5,"R01","MH",95953,3,"",NA,9075797,"UCHIDA, NAOSHIGE ","Not Applicable","HARVARD UNIVERSITY",NA,2014,422500,NA,"28"
"381","Havard","GUT MICROBIOME INFLUENCES ON AUTOIMMUNE DISEASE","NIAID",8882581,"1R56AI110630-01",1,"R56","AI",110630,1,"",NA,6174570,"BENOIST, CHRISTOPHE O","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,423750,NA,"146"
"382","Havard","PHYSICIAN DETERMINANTS OF HEALTH CARE SPENDING; QUALITY; AND PATIENT OUTCOMES","OD",8743315,"5DP5OD017897-02",5,"DP5","OD",17897,2,"",NA,6852162,"JENA, ANUPAM BAPU","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,423750,NA,"97"
"383","Havard","KNOWLEDGE-BASED VACCINES BUILT ON PARADIGM CHANGES IN ANTIGEN PRESENTATION","NIAID",8626352,"5R01AI089915-05",5,"R01","AI",89915,5,"",NA,1870456,"KASPER, DENNIS L.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,423750,NA,"69"
"384","Havard","MOLECULAR GENETICS OF BIOFILM FORMATION","NIGMS",8785292,"2R01GM058213-17",2,"R01","GM",58213,17,"",NA,1879843,"KOLTER, ROBERTO G.","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,423750,NA,"125"
"385","Havard","GENETIC SIGNALS IN VENTRICULAR HYPERTROPHY","NHLBI",8759386,"2R01HL084553-06A1",2,"R01","HL",84553,6,"A1",NA,6914597,"SEIDMAN, JONATHAN G","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,423750,NA,"52"
"386","Havard","NEURONAL EPIGENOMIC CHANGES IN NEURODEVELOPMENT AND DISEASE","NIMH",8676941,"5R01MH094663-04",5,"R01","MH",94663,4,"",NA,1870988,"GREENBERG, MICHAEL E","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,424348,NA,"78"
"387","Havard","GRADUATE TRAINING IN BIOSTATISTICS","NIEHS",8692772,"5T32ES007142-32",5,"T32","ES",7142,32,"",NA,2198445,"COULL, BRENT ANDREW","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,427805,NA,NA
"388","Havard","REDUCING DISPARITIES IN DIABETES THROUGH EXPANDED INSURANCE COVERAGE.","NIDDK",8610297,"5R01DK090435-04",5,"R01","DK",90435,4,"",NA,2089710,"SALOMON, JOSHUA A","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,428091,NA,"102"
"389","Havard","PROGRAM FOR AIDS CLINICAL RESEARCH TRAINING (PACRT)","NIAID",8663156,"5T32AI007433-23",5,"T32","AI",7433,23,"",NA,7913310,"FREEDBERG, KENNETH ALAN","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,435105,NA,NA
"390","Havard","DEVELOPMENT OF VALIDATED DROSOPHILA IN VIVO RNAI MODELS OF HUMAN DISEASES","OD",8690995,"5R24OD011176-04",5,"R24","OD",11176,4,"",NA,1963356,"PERRIMON, NORBERT ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,436690,NA,"197"
"391","Havard","IMPACT OF SOCIAL COHESION ON FUNCTIONAL RECOVERY AFTER EARTHQUAKE AND TSUNAMI","NIA",8690730,"5R01AG042463-02",5,"R01","AG",42463,2,"",NA,1898126,"KAWACHI, ICHIRO ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,438326,NA,"410"
"392","Havard","UBIQUITIN CHAIN EDITING BY THE MAMMALIAN PROTEASOME","NIGMS",8688267,"5R01GM095526-04",5,"R01","GM",95526,4,"",NA,1898343,"FINLEY, DANIEL J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,441222,NA,"57"
"393","Havard","NUCLEAR SENSING OF HERPESVIRAL DNA","NIAID",8693140,"1R01AI106934-01A1",1,"R01","AI",106934,1,"A1",NA,1894203,"KNIPE, DAVID M","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,443487,NA,"92"
"394","Havard","INFLAMMATORY AND STRESS SIGNALING NETWORKS IN METABOLIC DISEASE","NIDDK",8759863,"2R01DK052539-17",2,"R01","DK",52539,17,"",NA,1857755,"HOTAMISLIGIL, GOKHAN S","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,444125,NA,"104"
"395","Havard","LINEAGE AND CELL MIGRATION IN PATTERNING THE LIMB PRIMORDIUM","NICHD",8680266,"5R01HD045499-10",5,"R01","HD",45499,10,"",NA,1887350,"TABIN, CLIFFORD J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,446205,NA,"94"
"396","Havard","POLYMERIC MATRICES WITH DEFINED CELL ADHESION","NIDCR",8757679,"2R01DE013033-17A1",2,"R01","DE",13033,17,"A1",NA,8116883,"MOONEY, DAVID J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,447810,NA,"207"
"397","Havard","ACTION AND INTERACTION OF IONOTROPIC AND METABOTROPIC NEUROTRANSMISSION","NINDS",8723903,"5R01NS046579-11",5,"R01","NS",46579,11,"",NA,1949951,"SABATINI, BERNARDO L","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,449762,NA,"81"
"398","Havard","ROLE OF DGAT IN TRIACYGLYCEROL METABOLISM","NIDDK",8711428,"7R01DK056084-13",7,"R01","DK",56084,13,"",NA,1935794,"FARESE, ROBERT V","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,452318,NA,"25"
"399","Havard","WEIGHT-LOSS DIET INTERVENTION ON CARDIOMETABOLIC FACTORS OF GUT MICROBIOTA","NIDDK",8761982,"1R01DK100383-01A1",1,"R01","DK",100383,1,"A1",NA,9117842,"QI, LU ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,454897,NA,"181"
"400","Havard","CELL-CELL SIGNALING IN DEVELOPMENT AND REGENERATION OF VISUAL CONNECTIONS","NEI",8656110,"5R01EY011559-22",5,"R01","EY",11559,22,"",NA,1872295,"FLANAGAN, JOHN G","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,455916,NA,"20"
"401","Havard","PROSPECTIVE STUDY OF BIOMARKERS AND RISK FACTORS FOR ALS INCIDENCE AND PROGRESSIO","NINDS",8685338,"5R01NS045893-09",5,"R01","NS",45893,9,"",NA,1899271,"ASCHERIO, ALBERTO ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,457361,NA,"180"
"402","Havard","BIOSTATISTICS/EPIDEMIOLOGY TRAINING GRANTS IN AIDS","NIAID",8790237,"2T32AI007358-26",2,"T32","AI",7358,26,"",NA,1870894,"PAGANO, MARCELLO ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,459182,NA,"37"
"403","Havard","EPIDEMIOLOGY OF IMMUNOTOXICANT EXPOSURE IN CHILDREN","NIEHS",8625297,"5R01ES012199-09",5,"R01","ES",12199,9,"",NA,1877010,"GRANDJEAN, PHILIPPE ADAM","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,462629,NA,"87"
"404","Havard","T CELL ACTIVATION IN LYMPH NODES","NIAID",8648971,"5R01AI069259-10",5,"R01","AI",69259,10,"",NA,1893535,"VON ANDRIAN, ULRICH H","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,471776,NA,"0"
"405","Havard","THE RESIDENT CELL IN THE ASTHMATIC AIRWAY","NHLBI",8586543,"5R01HL102373-04",5,"R01","HL",102373,4,"",NA,1887476,"FREDBERG, JEFFREY J ","TSCHUMPERLIN, DANIEL J.","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,471842,NA,"91"
"406","Havard","TRIAL OF VITAMIN D IN MATERNAL HIV PROGRESSION AND CHILD HEALTH","NICHD",8847099,"1R01HD083113-01",1,"R01","HD",83113,1,"",NA,1890773,"FAWZI, WAFAIE W ","SUDFELD, CHRISTOPHER ","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,473534,NA,"239"
"407","Havard","OBESITY GENES; ENERGY REGULATION IN RESPONSE TO WEIGHT-LOSS DIETS","NIDDK",8676784,"5R01DK091718-03",5,"R01","DK",91718,3,"",NA,9117842,"QI, LU ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,477042,NA,"181"
"408","Havard","LUNG DISEASE IN CHINESE TEXTILE WORKERS","NIOSH",8710099,"5R01OH002421-21",5,"R01","OH",2421,21,"",NA,1868404,"CHRISTIANI, DAVID C","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,477043,NA,"382"
"409","Havard","NETWORK ANALYSIS OF SIGNAL TRANSDUCTION","NIDDK",8640168,"5R01DK088718-05",5,"R01","DK",88718,5,"",NA,1963356,"PERRIMON, NORBERT ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,479107,NA,"197"
"410","Havard","INFLUENCES ON PSYCHIATRIST PRESCRIBING OF ANTIPSYCHOTICS","NIMH",8605927,"5R01MH093359-03",5,"R01","MH",93359,3,"",NA,1906467,"HUSKAMP, HAIDEN A. ","DONOHUE, JULIE MARIE","HARVARD MEDICAL SCHOOL",NA,2014,483585,NA,"100"
"411","Havard","CROSSOVER STUDY ON HUMAN EXPOSURE TO PHTHALATES AND MALE FERTILITY","NIEHS",8622192,"5R01ES017285-05",5,"R01","ES",17285,5,"",NA,1871968,"HAUSER, RUSS B","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,485722,NA,"185"
"412","Havard","REGULATION OF CYTOPLASMIC DYNEIN","NIGMS",8630495,"1R01GM107214-01A1",1,"R01","GM",107214,1,"A1",NA,1880072,"RECK-PETERSON, SAMARA L ","LESCHZINER, ANDRES ","HARVARD MEDICAL SCHOOL",NA,2014,486581,NA,"20"
"413","Havard","PROTEIN TRANSPORT ACROSS MEMBRANES","NIGMS",8654338,"5R01GM052586-20",5,"R01","GM",52586,20,"",NA,1893645,"RAPOPORT, TOM A","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,488906,NA,"86"
"414","Havard","MULTI-ALLELIC COPY NUMBER VARIATION OF THE HUMAN GENOME","NHGRI",8704768,"5R01HG006855-03",5,"R01","HG",6855,3,"",NA,9869798,"MCCARROLL, STEVEN ANDREW","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,490000,NA,"68"
"415","Havard","ADULT BONE MASS REGULATION BY TYPE 2 BMP RECEPTORS","NIAMS",8692188,"1R01AR064227-01A1",1,"R01","AR",64227,1,"A1",NA,1944055,"ROSEN, VICKI ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,491348,NA,"36"
"416","Havard","GLOBAL CHARACTERIZATION OF UBIQUITIN INFORMATION NETWORKS WITH MASS SPECTROMETRY","NIGMS",8641377,"5R01GM067945-11",5,"R01","GM",67945,11,"",NA,1879268,"GYGI, STEVEN P","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,494852,NA,"323"
"417","Havard","INTERNATIONAL HERPES VACCINE PROJECT","NIAID",8681295,"5R01AI057552-09",5,"R01","AI",57552,9,"",NA,1894203,"KNIPE, DAVID M","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,496204,NA,"92"
"418","Havard","CELL CYCLE PROTEOMICSIN XENOPUS","NIGMS",8727071,"5R01GM103785-03",5,"R01","GM",103785,3,"",NA,1863369,"KIRSCHNER, MARC WALLACE","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,496754,NA,"91"
"419","Havard","DETERMINING UNIQUE GENE CONTROL MECHANISMS AND EXPRESSION PATTERNS IN CHILDREN WI","NIAID",8881563,"1R56AI104974-01A1",1,"R56","AI",104974,1,"A1",NA,8627613,"MILNER, DANNY ARNOLD","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,497625,NA,"53"
"420","Havard","HUMAN DECIDUAL LEUKOCYTES AND THEIR PLACENTAL LIGANDS","NIAID",8685873,"5R01AI053330-10",5,"R01","AI",53330,10,"",NA,1863947,"STROMINGER, JACK L","Not Applicable","HARVARD UNIVERSITY",NA,2014,499560,NA,"69"
"421","Havard","BIOMETRY/EPIDEMIOLOGY TRAINING GRANT IN BIOSTATISTICS","NCI",8704725,"5T32CA009337-34",5,"T32","CA",9337,34,"",NA,6473085,"PARMIGIANI, GIOVANNI LUIGI","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,503997,NA,NA
"422","Havard","METHODS FOR GENOME-WIDE ASSOCIATION STUDIES IN ADMIXED POPULATIONS","NHGRI",8662291,"5R01HG006399-04",5,"R01","HG",6399,4,"",NA,8501823,"PRICE, ALKES L","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,504700,NA,"75"
"423","Havard","FUNCTION AND MECHANISM OF THE HCV P7 CHANNEL AND ITS THERAPEUTIC POTENTIAL","NIAID",8880443,"1R56AI112960-01",1,"R56","AI",112960,1,"",NA,1885291,"CHOU, JAMES J","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,507639,NA,"52"
"424","Havard","ECOLOGICAL AND GENETIC CONTRIBUTIONS TO THE SPREAD OF RESISTANCE IN PNEUMOCOCCUS","NIAID",8667991,"5R01AI106786-02",5,"R01","AI",106786,2,"",NA,10667348,"HANAGE, WILLIAM ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,507713,NA,"53"
"425","Havard","MOLECULAR GENETICS OF HSV DNA POLYMERASE GENE","NIAID",8650766,"5R01AI019838-29",5,"R01","AI",19838,29,"",NA,1888951,"COEN, DONALD M ","HOGLE, JAMES M","HARVARD MEDICAL SCHOOL",NA,2014,508297,NA,"86"
"426","Havard","BIRTH OUTCOMES SURVEILLANCE IN BOTSWANA","NICHD",8729127,"1R01HD080471-01",1,"R01","HD",80471,1,"",NA,6079721,"SHAPIRO, ROGER L","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,510574,NA,"58"
"427","Havard","TRIAL OF VITAMIN D IN HIV PROGRESSION","NIDDK",8628113,"5R01DK098075-02",5,"R01","DK",98075,2,"",NA,1890773,"FAWZI, WAFAIE W","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,513392,NA,"239"
"428","Havard","MOLECULAR CHAPERONES AND PROTEIN DEGRADATION","NIGMS",8710237,"5R01GM051923-18",5,"R01","GM",51923,18,"",NA,1876808,"GOLDBERG, ALFRED L","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,513588,NA,"94"
"429","Havard","OPTIMIZING DELIVERY OF ART/PREP FOR HIV PREVENTION THROUGH QUALITATIVE RESEARCH","NIMH",8731976,"5R01MH101027-02",5,"R01","MH",101027,2,"",NA,1877897,"WARE, NORMA C ","KATABIRA, ELLY T","HARVARD MEDICAL SCHOOL",NA,2014,515132,NA,"33"
"430","Havard","REVERSE CORRELATION MAPPING IN FACE PATCHES","NEI",8676802,"5R01EY016187-09",5,"R01","EY",16187,9,"",NA,1861166,"LIVINGSTONE, MARGARET S","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,518151,NA,"47"
"431","Havard","NEW CHEMICAL METHODS FOR MOLECULAR IMAGING TO IMPACT CLINICAL CARE","NIBIB",8661770,"5R01EB013042-04",5,"R01","EB",13042,4,"",NA,8960362,"RITTER, TOBIAS  ","HOOKER, JACOB M.","HARVARD UNIVERSITY",NA,2014,518586,NA,"59"
"432","Havard","EXPLAINING VARIATIONS IN END-OF-LIFE CARE INTENSITY","NCI",8681388,"5R01CA164021-03",5,"R01","CA",164021,3,"",NA,2087176,"KEATING, NANCY L","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,522276,NA,"171"
"433","Havard","CELL CYCLE REGULATION","NIGMS",8627814,"2R01GM039023-27A1",2,"R01","GM",39023,27,"A1",NA,1863369,"KIRSCHNER, MARC WALLACE","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,522574,NA,"91"
"434","Havard","DIETARY INTERVENTIONS; METABOLITES; AND RISK OF TYPE 2 DIABETES","NIDDK",8760615,"1R01DK102896-01",1,"R01","DK",102896,1,"",NA,2087382,"HU, FRANK B ","MARTINEZ GONZALEZ, MIGUEL A.","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,522729,NA,"666"
"435","Havard","INTERGENERATIONAL IMPACT OF WAR: A PROSPECTIVE LONGITUDINAL STUDY","NICHD",8691944,"5R01HD073349-03",5,"R01","HD",73349,3,"",NA,8468963,"BETANCOURT, THERESA STICHICK","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,524754,NA,"81"
"436","Havard","HARVARD EDUCATION PROGRAM IN CANCER PREVENTION CONTROL","NCI",8608247,"2R25CA057711-21",2,"R25","CA",57711,21,"",NA,1867373,"SORENSEN, GLORIAN C","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,525330,NA,"93"
"437","Havard","HIV CURE STUDIES: RISK; RISK PERCEPTION; AND ETHICS","NIAID",8877034,"1R56AI114617-01",1,"R56","AI",114617,1,"",NA,11644998,"EYAL, NIR ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,527747,NA,"31"
"438","Havard","EARLY AND LATE-LIFE METAL EXPOSURES AND ALZHEIMER'S DISEASE","NIEHS",8754078,"1R01ES024165-01",1,"R01","ES",24165,1,"",NA,1876230,"WEISSKOPF, MARC G","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,527915,NA,"117"
"439","Havard","COMPARATIVE SAFETY OF COMMONLY PRESCRIBED PSYCHOTROPIC DRUGS IN PREGNANT WOMEN","NIMH",8632198,"1R01MH100216-01A1",1,"R01","MH",100216,1,"A1",NA,8458591,"HERNANDEZ-DIAZ, SONIA ","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,531296,NA,"129"
"440","Havard","ROLE OF TBK1 POLYUBIQUITINATION IN INNATE ANTIVIRAL IMMUNITY","NIAID",8676641,"5R01AI089829-04",5,"R01","AI",89829,4,"",NA,1860771,"DORF, MARTIN E","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,531662,NA,"22"
"441","Havard","MECHANISM AND INHIBITION OF BACTERIAL TRANSGLYCOSYLASES AND TRANSPEPTIDASES.","NIGMS",8664874,"5R01GM076710-08",5,"R01","GM",76710,8,"",NA,2206519,"WALKER, SUZANNE ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,533887,NA,"87"
"442","Havard","TRAINING IN INTERDISCIPLINARY PULMONARY SCIENCES","NHLBI",8680283,"5T32HL007118-39",5,"T32","HL",7118,39,"",NA,1887476,"FREDBERG, JEFFREY J","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,537747,NA,"91"
"443","Havard","COORDINATE REGULATION OF BACTERIAL VIRULENCE FACTORS","NIAID",8756136,"2R01AI026289-26A1",2,"R01","AI",26289,26,"A1",NA,1859172,"MEKALANOS, JOHN JOSEPH","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,538137,NA,"77"
"444","Havard","STUDY OF BIOLOGICAL EVOLUTION OF STRUCTURE AND FUNCTION IN PROTEINS","NIGMS",8624697,"5R01GM068670-11",5,"R01","GM",68670,11,"",NA,1881552,"SHAKHNOVICH, EUGENE I","Not Applicable","HARVARD UNIVERSITY",NA,2014,539827,NA,"126"
"445","Havard","TRAINING IN THE MOLECULAR BIOLOGY OF NEURODEGENERATION","NIA",8659312,"5T32AG000222-23",5,"T32","AG",222,23,"",NA,3163073,"YANKNER, BRUCE A","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,542073,NA,"22"
"446","Havard","A COHORT STUDY OF PRETERM DELIVERY IN RELATION TO PARTNER ABUSE; MOOD AND ANXIETY","NICHD",8708920,"5R01HD059835-05",5,"R01","HD",59835,5,"",NA,1882003,"WILLIAMS, MICHELLE A.","Not Applicable","HARVARD SCHOOL OF PUBLIC HEALTH",NA,2014,546838,NA,"164"
"447","Havard","MEASURING AND IMPROVING COLONOSCOPY QUALITY USING NATURAL LANGUAGE PROCESSING","NCI",8641674,"5R01CA168959-03",5,"R01","CA",168959,3,"",NA,8210613,"MEHROTRA, ATEEV ","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,547410,NA,"80"
"448","Havard","R-SPONDIN3 AS A TARGET FOR ANABOLIC BONE THERAPY","NIAMS",8693390,"1R01AR064724-01A1",1,"R01","AR",64724,1,"A1",NA,1877765,"BARON, ROLAND E","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,549085,NA,"67"
"449","Havard","SHORT-TERM SYNAPTIC PLASTICITY IN THE CNS","NINDS",8662809,"5R01NS032405-20",5,"R01","NS",32405,20,"",NA,1893205,"REGEHR, WADE G","Not Applicable","HARVARD MEDICAL SCHOOL",NA,2014,550312,NA,"70"
